FEN,Evaluation
rnbqkbnr/ppp1pppp/3p4/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,"{'type': 'cp', 'value': 32}"
rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,"{'type': 'cp', 'value': 36}"
rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,"{'type': 'cp', 'value': 6}"
r1bqkbnr/pp2pppp/2np4/1Bp5/4P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 2 4,"{'type': 'cp', 'value': 22}"
r1bqkbnr/pp2pppp/2np4/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,"{'type': 'cp', 'value': 21}"
r1bqkbnr/pp3ppp/2np4/1Bp1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,"{'type': 'cp', 'value': 28}"
r1bqkbnr/pp3ppp/2np4/1Bp1p3/P3P3/2N2N2/1PPP1PPP/R1BQK2R b KQkq - 0 5,"{'type': 'cp', 'value': 19}"
r1bqkbnr/1p3ppp/p1np4/1Bp1p3/P3P3/2N2N2/1PPP1PPP/R1BQK2R w KQkq - 0 6,"{'type': 'cp', 'value': 19}"
r1bqkbnr/1p3ppp/p1np4/2p1p3/P1B1P3/2N2N2/1PPP1PPP/R1BQK2R b KQkq - 1 6,"{'type': 'cp', 'value': 24}"
r1bqk1nr/1p2bppp/p1np4/2p1p3/P1B1P3/2N2N2/1PPP1PPP/R1BQK2R w KQkq - 2 7,"{'type': 'cp', 'value': 15}"
r1bqk1nr/1p2bppp/p1np4/2p1p3/P1B1P3/2N2N2/1PPP1PPP/R1BQ1RK1 b kq - 3 7,"{'type': 'cp', 'value': 21}"
r1bqk2r/1p2bppp/p1np1n2/2p1p3/P1B1P3/2N2N2/1PPP1PPP/R1BQ1RK1 w kq - 4 8,"{'type': 'cp', 'value': 17}"
r1bqk2r/1p2bppp/p1np1n2/2p1p3/P1B1P3/2N2N2/1PPP1PPP/R1BQR1K1 b kq - 5 8,"{'type': 'cp', 'value': 18}"
r1bq1rk1/1p2bppp/p1np1n2/2p1p3/P1B1P3/2N2N2/1PPP1PPP/R1BQR1K1 w - - 6 9,"{'type': 'cp', 'value': 16}"
r1bq1rk1/1p2bppp/p1np1n2/2p1p3/P1B1P3/2NP1N2/1PP2PPP/R1BQR1K1 b - - 0 9,"{'type': 'cp', 'value': 16}"
r1bq1rk1/1p2bpp1/p1np1n1p/2p1p3/P1B1P3/2NP1N2/1PP2PPP/R1BQR1K1 w - - 0 10,"{'type': 'cp', 'value': 18}"
r1bq1rk1/1p2bpp1/p1np1n1p/2p1p3/P1B1P3/2NPBN2/1PP2PPP/R2QR1K1 b - - 1 10,"{'type': 'cp', 'value': 10}"
r1bq1r1k/1p2bpp1/p1np1n1p/2p1p3/P1B1P3/2NPBN2/1PP2PPP/R2QR1K1 w - - 2 11,"{'type': 'cp', 'value': 12}"
r1bq1r1k/1p2bpp1/p1np1n1p/2p1p3/P1B1P3/2NPBN1P/1PP2PP1/R2QR1K1 b - - 0 11,"{'type': 'cp', 'value': 16}"
r2q1r1k/1p2bpp1/p1npbn1p/2p1p3/P1B1P3/2NPBN1P/1PP2PP1/R2QR1K1 w - - 1 12,"{'type': 'cp', 'value': 15}"
r2q1r1k/1p2bpp1/p1npbn1p/2p1p3/P1B1P3/2NPB2P/1PPN1PP1/R2QR1K1 b - - 2 12,"{'type': 'cp', 'value': -8}"
r2q1r1k/1p2bpp1/p1n1bn1p/2ppp3/P1B1P3/2NPB2P/1PPN1PP1/R2QR1K1 w - - 0 13,"{'type': 'cp', 'value': 20}"
r2q1r1k/1p2bpp1/p1n1bn1p/2pPp3/P1B5/2NPB2P/1PPN1PP1/R2QR1K1 b - - 0 13,"{'type': 'cp', 'value': 12}"
r2q1r1k/1p2bpp1/p1n1b2p/2pnp3/P1B5/2NPB2P/1PPN1PP1/R2QR1K1 w - - 0 14,"{'type': 'cp', 'value': 8}"
r2q1r1k/1p2bpp1/p1n1b2p/2pnp2Q/P1B5/2NPB2P/1PPN1PP1/R3R1K1 b - - 1 14,"{'type': 'cp', 'value': -9}"
r2q1r1k/1p2bpp1/p1n1bn1p/2p1p2Q/P1B5/2NPB2P/1PPN1PP1/R3R1K1 w - - 2 15,"{'type': 'cp', 'value': 10}"
r2q1r1k/1p2bpp1/p1n1bn1p/2p1p3/P1B5/2NPB2P/1PPN1PP1/R2QR1K1 b - - 3 15,"{'type': 'cp', 'value': -4}"
r2q1r1k/1p2bpp1/p1n2n1p/2p1p3/P1b5/2NPB2P/1PPN1PP1/R2QR1K1 w - - 0 16,"{'type': 'cp', 'value': 25}"
r2q1r1k/1p2bpp1/p1n2n1p/2p1p3/P1N5/2NPB2P/1PP2PP1/R2QR1K1 b - - 0 16,"{'type': 'cp', 'value': 0}"
r4r1k/1pq1bpp1/p1n2n1p/2p1p3/P1N5/2NPB2P/1PP2PP1/R2QR1K1 w - - 1 17,"{'type': 'cp', 'value': 19}"
r4r1k/1pq1bpp1/p1n2n1p/P1p1p3/2N5/2NPB2P/1PP2PP1/R2QR1K1 b - - 0 17,"{'type': 'cp', 'value': 0}"
3r1r1k/1pq1bpp1/p1n2n1p/P1p1p3/2N5/2NPB2P/1PP2PP1/R2QR1K1 w - - 1 18,"{'type': 'cp', 'value': 17}"
3r1r1k/1pq1bpp1/p1n2n1p/P1p1p3/2N5/2NPBQ1P/1PP2PP1/R3R1K1 b - - 2 18,"{'type': 'cp', 'value': 0}"
3r1r1k/1pq1bpp1/p4n1p/P1p1p3/1nN5/2NPBQ1P/1PP2PP1/R3R1K1 w - - 3 19,"{'type': 'cp', 'value': 19}"
3r1r1k/1pq1bpp1/p4n1p/P1p1p3/1nN5/2NPBQ1P/1PP2PP1/2R1R1K1 b - - 4 19,"{'type': 'cp', 'value': 20}"
3r1r1k/1pq1bpp1/p1n2n1p/P1p1p3/2N5/2NPBQ1P/1PP2PP1/2R1R1K1 w - - 5 20,"{'type': 'cp', 'value': 20}"
3r1r1k/1pq1bpp1/p1n2n1p/P1p1pQ2/2N5/2NPB2P/1PP2PP1/2R1R1K1 b - - 6 20,"{'type': 'cp', 'value': 11}"
3r1rk1/1pq1bpp1/p1n2n1p/P1p1pQ2/2N5/2NPB2P/1PP2PP1/2R1R1K1 w - - 7 21,"{'type': 'cp', 'value': 24}"
3r1rk1/1pq1bpp1/p1n2n1p/P1p1pQ2/N1N5/3PB2P/1PP2PP1/2R1R1K1 b - - 8 21,"{'type': 'cp', 'value': 6}"
3rr1k1/1pq1bpp1/p1n2n1p/P1p1pQ2/N1N5/3PB2P/1PP2PP1/2R1R1K1 w - - 9 22,"{'type': 'cp', 'value': 16}"
3rr1k1/1pq1bpp1/p1n2n1p/P1N1pQ2/2N5/3PB2P/1PP2PP1/2R1R1K1 b - - 0 22,"{'type': 'cp', 'value': 14}"
3rr1k1/1pq1bpp1/p1n4p/P1NnpQ2/2N5/3PB2P/1PP2PP1/2R1R1K1 w - - 1 23,"{'type': 'cp', 'value': 26}"
3rr1k1/1pq1bpp1/p1n4p/P2npQ2/2N1N3/3PB2P/1PP2PP1/2R1R1K1 b - - 2 23,"{'type': 'cp', 'value': 0}"
3rr1k1/1pq1bpp1/p1n4p/P3pQ2/2N1N3/3Pn2P/1PP2PP1/2R1R1K1 w - - 0 24,"{'type': 'cp', 'value': 26}"
3rr1k1/1pq1bpp1/p1n4p/P3pQ2/2N1N3/3PR2P/1PP2PP1/2R3K1 b - - 0 24,"{'type': 'cp', 'value': 15}"
3r1rk1/1pq1bpp1/p1n4p/P3pQ2/2N1N3/3PR2P/1PP2PP1/2R3K1 w - - 1 25,"{'type': 'cp', 'value': 41}"
3r1rk1/1pq1bpp1/p1n4p/P3pQ2/2N1N3/3P2RP/1PP2PP1/2R3K1 b - - 2 25,"{'type': 'cp', 'value': -4}"
3r1rk1/1pq1bpp1/p6p/P3pQ2/2NnN3/3P2RP/1PP2PP1/2R3K1 w - - 3 26,"{'type': 'cp', 'value': 0}"
3r1rk1/1pq1bpp1/p6p/P3p3/2NnN1Q1/3P2RP/1PP2PP1/2R3K1 b - - 4 26,"{'type': 'cp', 'value': -11}"
3r1rk1/1pq1bp2/p5pp/P3p3/2NnN1Q1/3P2RP/1PP2PP1/2R3K1 w - - 0 27,"{'type': 'cp', 'value': 17}"
3r1rk1/1pq1bp2/p5pp/P3p3/2NnN1Q1/3PR2P/1PP2PP1/2R3K1 b - - 1 27,"{'type': 'cp', 'value': -14}"
3r1r2/1pq1bpk1/p5pp/P3p3/2NnN1Q1/3PR2P/1PP2PP1/2R3K1 w - - 2 28,"{'type': 'cp', 'value': -5}"
3r1r2/1pq1bpk1/p5pp/P3p3/2Nn2Q1/3PR2P/1PPN1PP1/2R3K1 b - - 3 28,"{'type': 'cp', 'value': -26}"
3r1r2/1pq1bpk1/p1n3pp/P3p3/2N3Q1/3PR2P/1PPN1PP1/2R3K1 w - - 4 29,"{'type': 'cp', 'value': 1}"
3r1r2/1pq1bpk1/p1n3pp/P3p3/2N3Q1/3P3P/1PPN1PP1/2R1R1K1 b - - 5 29,"{'type': 'cp', 'value': -3}"
3r1r2/1pq2pk1/p1n3pp/P3p1b1/2N3Q1/3P3P/1PPN1PP1/2R1R1K1 w - - 6 30,"{'type': 'cp', 'value': 0}"
3r1r2/1pq2pk1/p1n3pp/P3p1b1/2N3Q1/3P3P/1PPN1PP1/3RR1K1 b - - 7 30,"{'type': 'cp', 'value': -10}"
3r1r2/1pq2pk1/p5pp/n3p1b1/2N3Q1/3P3P/1PPN1PP1/3RR1K1 w - - 0 31,"{'type': 'cp', 'value': 2}"
3r1r2/1pq2pk1/p5pp/N3p1b1/6Q1/3P3P/1PPN1PP1/3RR1K1 b - - 0 31,"{'type': 'cp', 'value': -6}"
3r1r2/1pq2pk1/p5pp/N3p3/6Q1/3P3P/1PPb1PP1/3RR1K1 w - - 0 32,"{'type': 'cp', 'value': 0}"
3r1r2/1pq2pk1/p5pp/N3p3/6Q1/3P3P/1PPR1PP1/4R1K1 b - - 0 32,"{'type': 'cp', 'value': 7}"
3r1r2/1p3pk1/p5pp/q3p3/6Q1/3P3P/1PPR1PP1/4R1K1 w - - 0 33,"{'type': 'cp', 'value': 0}"
3r1r2/1p3pk1/p5pp/q3p3/6Q1/2PP3P/1P1R1PP1/4R1K1 b - - 0 33,"{'type': 'cp', 'value': -10}"
3r1r2/1p3pk1/p5pp/1q2p3/6Q1/2PP3P/1P1R1PP1/4R1K1 w - - 1 34,"{'type': 'cp', 'value': 3}"
3r1r2/1p3pk1/p5pp/1q2p3/8/2PP3P/1P1R1PP1/3QR1K1 b - - 2 34,"{'type': 'cp', 'value': 0}"
3r1r2/1p3pk1/p5p1/1q2p2p/8/2PP3P/1P1R1PP1/3QR1K1 w - - 0 35,"{'type': 'cp', 'value': -3}"
3r1r2/1p3pk1/p5p1/1q2p2p/4R3/2PP3P/1P1R1PP1/3Q2K1 b - - 1 35,"{'type': 'cp', 'value': -3}"
5r2/1p1r1pk1/p5p1/1q2p2p/4R3/2PP3P/1P1R1PP1/3Q2K1 w - - 2 36,"{'type': 'cp', 'value': 7}"
5r2/1p1r1pk1/p5p1/1q2p2p/4R3/2PP3P/1P1R1PP1/4Q1K1 b - - 3 36,"{'type': 'cp', 'value': 14}"
5r2/1p1r2k1/p4pp1/1q2p2p/4R3/2PP3P/1P1R1PP1/4Q1K1 w - - 0 37,"{'type': 'cp', 'value': 8}"
5r2/1p1r2k1/p4pp1/1q2p2p/4R3/2PPQ2P/1P1R1PP1/6K1 b - - 1 37,"{'type': 'cp', 'value': 8}"
5r2/1p1r2k1/5pp1/pq2p2p/4R3/2PPQ2P/1P1R1PP1/6K1 w - - 0 38,"{'type': 'cp', 'value': 19}"
5r2/1p1r2k1/5pp1/pq2p2p/4RP2/2PPQ2P/1P1R2P1/6K1 b - - 0 38,"{'type': 'cp', 'value': 0}"
4r3/1p1r2k1/5pp1/pq2p2p/4RP2/2PPQ2P/1P1R2P1/6K1 w - - 1 39,"{'type': 'cp', 'value': 88}"
4r3/1p1r2k1/5pp1/pq2p2p/2P1RP2/3PQ2P/1P1R2P1/6K1 b - - 0 39,"{'type': 'cp', 'value': 126}"
4r3/1p1r2k1/5pp1/p3p2p/1qP1RP2/3PQ2P/1P1R2P1/6K1 w - - 1 40,"{'type': 'cp', 'value': 110}"
4r3/1p1r2k1/5pp1/p3P2p/1qP1R3/3PQ2P/1P1R2P1/6K1 b - - 0 40,"{'type': 'cp', 'value': 106}"
8/1p1r2k1/5pp1/p3r2p/1qP1R3/3PQ2P/1P1R2P1/6K1 w - - 0 41,"{'type': 'cp', 'value': 100}"
8/1p1r2k1/5pp1/p3R2p/1qP5/3PQ2P/1P1R2P1/6K1 b - - 0 41,"{'type': 'cp', 'value': 155}"
8/1p1r2k1/6p1/p3p2p/1qP5/3PQ2P/1P1R2P1/6K1 w - - 0 42,"{'type': 'cp', 'value': 116}"
8/1p1r2k1/6p1/p3Q2p/1qP5/3P3P/1P1R2P1/6K1 b - - 0 42,"{'type': 'cp', 'value': 122}"
8/1p1r3k/6p1/p3Q2p/1qP5/3P3P/1P1R2P1/6K1 w - - 1 43,"{'type': 'cp', 'value': 114}"
8/1p1r3k/6p1/p3Q2p/1qP5/3P3P/1P2R1P1/6K1 b - - 2 43,"{'type': 'cp', 'value': 125}"
8/1p1r3k/6p1/4Q2p/pqP5/3P3P/1P2R1P1/6K1 w - - 0 44,"{'type': 'cp', 'value': 136}"
8/1p1r3k/6p1/4Q2p/pqP5/3P3P/1P2R1PK/8 b - - 1 44,"{'type': 'cp', 'value': 99}"
8/3r3k/1p4p1/4Q2p/pqP5/3P3P/1P2R1PK/8 w - - 0 45,"{'type': 'cp', 'value': 103}"
8/3r3k/1p3Qp1/7p/pqP5/3P3P/1P2R1PK/8 b - - 1 45,"{'type': 'cp', 'value': 108}"
8/3r3k/1p1q1Qp1/7p/p1P5/3P3P/1P2R1PK/8 w - - 2 46,"{'type': 'cp', 'value': 116}"
8/3r3k/1p1Q2p1/7p/p1P5/3P3P/1P2R1PK/8 b - - 0 46,"{'type': 'cp', 'value': 116}"
8/7k/1p1r2p1/7p/p1P5/3P3P/1P2R1PK/8 w - - 0 47,"{'type': 'cp', 'value': 98}"
8/7k/1p1r2p1/7p/p1P5/3P3P/1P1R2PK/8 b - - 1 47,"{'type': 'cp', 'value': 78}"
8/7k/1p1r2p1/8/p1P4p/3P3P/1P1R2PK/8 w - - 0 48,"{'type': 'cp', 'value': 117}"
8/7k/1p1r2p1/8/p1PP3p/7P/1P1R2PK/8 b - - 0 48,"{'type': 'cp', 'value': 16}"
8/7k/1pr3p1/8/p1PP3p/7P/1P1R2PK/8 w - - 1 49,"{'type': 'cp', 'value': 11}"
8/7k/1pr3p1/8/p1PP3p/7P/1PR3PK/8 b - - 2 49,"{'type': 'cp', 'value': 23}"
8/7k/1p1r2p1/8/p1PP3p/7P/1PR3PK/8 w - - 3 50,"{'type': 'cp', 'value': 21}"
8/7k/1p1r2p1/3P4/p1P4p/7P/1PR3PK/8 b - - 0 50,"{'type': 'cp', 'value': 20}"
8/7k/3r2p1/1p1P4/p1P4p/7P/1PR3PK/8 w - - 0 51,"{'type': 'cp', 'value': 0}"
8/7k/3r2p1/1p1P4/p1P4p/7P/1PR3P1/6K1 b - - 1 51,"{'type': 'cp', 'value': 16}"
8/6k1/3r2p1/1p1P4/p1P4p/7P/1PR3P1/6K1 w - - 2 52,"{'type': 'cp', 'value': 13}"
8/6k1/3r2p1/1pPP4/p6p/7P/1PR3P1/6K1 b - - 0 52,"{'type': 'cp', 'value': 27}"
8/6k1/6p1/1pPr4/p6p/7P/1PR3P1/6K1 w - - 0 53,"{'type': 'cp', 'value': 19}"
8/6k1/2P3p1/1p1r4/p6p/7P/1PR3P1/6K1 b - - 0 53,"{'type': 'cp', 'value': 23}"
3r4/6k1/2P3p1/1p6/p6p/7P/1PR3P1/6K1 w - - 1 54,"{'type': 'cp', 'value': 1}"
3r4/6k1/2P3p1/1pR5/p6p/7P/1P4P1/6K1 b - - 2 54,"{'type': 'cp', 'value': 1}"
1r6/6k1/2P3p1/1pR5/p6p/7P/1P4P1/6K1 w - - 3 55,"{'type': 'cp', 'value': 0}"
1r6/6k1/2P3p1/1pR5/p6p/7P/1P4P1/5K2 b - - 4 55,"{'type': 'cp', 'value': 0}"
1r6/5k2/2P3p1/1pR5/p6p/7P/1P4P1/5K2 w - - 5 56,"{'type': 'cp', 'value': 10}"
1r6/5k2/2P3p1/1pR5/p6p/7P/1P2K1P1/8 b - - 6 56,"{'type': 'cp', 'value': 1}"
1r6/5k2/2P3p1/2R5/pp5p/7P/1P2K1P1/8 w - - 0 57,"{'type': 'cp', 'value': 15}"
1r6/5k2/2P3p1/2R5/pp5p/5K1P/1P4P1/8 b - - 1 57,"{'type': 'cp', 'value': -2}"
1r6/5k2/2P3p1/2R5/1p5p/p4K1P/1P4P1/8 w - - 0 58,"{'type': 'cp', 'value': 7}"
1r6/2P2k2/6p1/2R5/1p5p/p4K1P/1P4P1/8 b - - 0 58,"{'type': 'cp', 'value': -2}"
2r5/2P2k2/6p1/2R5/1p5p/p4K1P/1P4P1/8 w - - 1 59,"{'type': 'cp', 'value': 4}"
2r5/2P2k2/6p1/2R5/1p5p/P4K1P/6P1/8 b - - 0 59,"{'type': 'cp', 'value': -1}"
2r5/2P2k2/6p1/2R5/7p/p4K1P/6P1/8 w - - 0 60,"{'type': 'cp', 'value': 3}"
2r5/2P2k2/6p1/8/7p/p4K1P/2R3P1/8 b - - 1 60,"{'type': 'cp', 'value': 1}"
2r5/2P2k2/6p1/8/7p/5K1P/p1R3P1/8 w - - 0 61,"{'type': 'cp', 'value': 0}"
2r5/2P2k2/6p1/8/7p/5K1P/R5P1/8 b - - 0 61,"{'type': 'cp', 'value': 2}"
8/2r2k2/6p1/8/7p/5K1P/R5P1/8 w - - 0 62,"{'type': 'cp', 'value': 28}"
8/2r2k2/6p1/8/6Kp/7P/R5P1/8 b - - 1 62,"{'type': 'cp', 'value': 1}"
8/2r5/5kp1/8/6Kp/7P/R5P1/8 w - - 2 63,"{'type': 'cp', 'value': 0}"
8/2r5/5kp1/8/5K1p/7P/R5P1/8 b - - 3 63,"{'type': 'cp', 'value': 0}"
8/8/5kp1/8/5K1p/2r4P/R5P1/8 w - - 4 64,"{'type': 'cp', 'value': 0}"
8/8/R4kp1/8/5K1p/2r4P/6P1/8 b - - 5 64,"{'type': 'cp', 'value': -9}"
8/6k1/R5p1/8/5K1p/2r4P/6P1/8 w - - 6 65,"{'type': 'cp', 'value': 0}"
8/6k1/6p1/8/5K1p/2r4P/R5P1/8 b - - 7 65,"{'type': 'cp', 'value': -2}"
8/6k1/6p1/8/2r2K1p/7P/R5P1/8 w - - 8 66,"{'type': 'cp', 'value': 0}"
8/6k1/6p1/8/2r4p/4K2P/R5P1/8 b - - 9 66,"{'type': 'cp', 'value': 0}"
8/6k1/6p1/8/1r5p/4K2P/R5P1/8 w - - 10 67,"{'type': 'cp', 'value': 1}"
8/6k1/6p1/8/1r5p/7P/R4KP1/8 b - - 11 67,"{'type': 'cp', 'value': 0}"
8/6k1/6p1/8/7p/1r5P/R4KP1/8 w - - 12 68,"{'type': 'cp', 'value': 0}"
8/6k1/6p1/8/7p/1r5P/R3K1P1/8 b - - 13 68,"{'type': 'cp', 'value': -6}"
8/7k/6p1/8/7p/1r5P/R3K1P1/8 w - - 14 69,"{'type': 'cp', 'value': 0}"
8/7k/R5p1/8/7p/1r5P/4K1P1/8 b - - 15 69,"{'type': 'cp', 'value': -17}"
8/8/R5pk/8/7p/1r5P/4K1P1/8 w - - 16 70,"{'type': 'cp', 'value': 0}"
8/8/R5pk/8/7p/1r5P/5KP1/8 b - - 17 70,"{'type': 'cp', 'value': -1}"
8/8/R5p1/7k/7p/1r5P/5KP1/8 w - - 18 71,"{'type': 'cp', 'value': 6}"
R7/8/6p1/7k/7p/1r5P/5KP1/8 b - - 19 71,"{'type': 'cp', 'value': 0}"
R7/8/6p1/7k/7p/7P/1r3KP1/8 w - - 20 72,"{'type': 'cp', 'value': 0}"
R7/8/6p1/7k/7p/7P/1r4P1/6K1 b - - 21 72,"{'type': 'cp', 'value': -1}"
R7/8/6pk/8/7p/7P/1r4P1/6K1 w - - 22 73,"{'type': 'cp', 'value': 0}"
8/8/6pk/8/R6p/7P/1r4P1/6K1 b - - 23 73,"{'type': 'cp', 'value': -2}"
8/8/7k/6p1/R6p/7P/1r4P1/6K1 w - - 0 74,"{'type': 'cp', 'value': 0}"
8/8/R6k/6p1/7p/7P/1r4P1/6K1 b - - 1 74,"{'type': 'cp', 'value': -1}"
8/7k/R7/6p1/7p/7P/1r4P1/6K1 w - - 2 75,"{'type': 'cp', 'value': 0}"
8/7k/2R5/6p1/7p/7P/1r4P1/6K1 b - - 3 75,"{'type': 'cp', 'value': -1}"
8/6k1/2R5/6p1/7p/7P/1r4P1/6K1 w - - 4 76,"{'type': 'cp', 'value': 0}"
8/6k1/2R5/6p1/7p/7P/1r4P1/5K2 b - - 5 76,"{'type': 'cp', 'value': 0}"
8/5k2/2R5/6p1/7p/7P/1r4P1/5K2 w - - 6 77,"{'type': 'cp', 'value': 9}"
8/5k2/3R4/6p1/7p/7P/1r4P1/5K2 b - - 7 77,"{'type': 'cp', 'value': 0}"
8/5k2/3R4/6p1/7p/7P/r5P1/5K2 w - - 8 78,"{'type': 'cp', 'value': 0}"
8/5k2/2R5/6p1/7p/7P/r5P1/5K2 b - - 9 78,"{'type': 'cp', 'value': 0}"
8/5k2/2R5/6p1/7p/7P/6P1/r4K2 w - - 10 79,"{'type': 'cp', 'value': 2}"
8/5k2/2R5/6p1/7p/7P/5KP1/r7 b - - 11 79,"{'type': 'cp', 'value': 0}"
8/5k2/2R5/6p1/7p/r6P/5KP1/8 w - - 12 80,"{'type': 'cp', 'value': 0}"
8/5k2/1R6/6p1/7p/r6P/5KP1/8 b - - 13 80,"{'type': 'cp', 'value': -2}"
8/6k1/1R6/6p1/7p/r6P/5KP1/8 w - - 14 81,"{'type': 'cp', 'value': 0}"
8/6k1/4R3/6p1/7p/r6P/5KP1/8 b - - 15 81,"{'type': 'cp', 'value': 0}"
8/6k1/4R3/6p1/7p/2r4P/5KP1/8 w - - 16 82,"{'type': 'cp', 'value': 0}"
8/6k1/R7/6p1/7p/2r4P/5KP1/8 b - - 17 82,"{'type': 'cp', 'value': 0}"
8/6k1/R7/6p1/2r4p/7P/5KP1/8 w - - 18 83,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/2r4p/7P/R4KP1/8 b - - 19 83,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/5r1p/7P/R4KP1/8 w - - 20 84,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/5r1p/7P/R5P1/6K1 b - - 21 84,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/2r4p/7P/R5P1/6K1 w - - 22 85,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/2r4p/6PP/R7/6K1 b - - 0 85,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/7p/6PP/R7/2r3K1 w - - 1 86,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/7p/6PP/R4K2/2r5 b - - 2 86,"{'type': 'cp', 'value': 1}"
8/6k1/8/6p1/7p/2r3PP/R4K2/8 w - - 3 87,"{'type': 'cp', 'value': 0}"
8/6k1/8/6p1/7p/2r3PP/R7/6K1 b - - 4 87,"{'type': 'cp', 'value': -7}"
8/6k1/8/6p1/7p/6rP/R7/6K1 w - - 0 88,"{'type': 'cp', 'value': -10}"
8/6k1/8/6p1/7p/6rP/R6K/8 b - - 1 88,"{'type': 'cp', 'value': 0}"
8/8/7k/6p1/7p/6rP/R6K/8 w - - 2 89,"{'type': 'cp', 'value': 0}"
8/8/7k/6p1/7p/6rP/2R4K/8 b - - 3 89,"{'type': 'cp', 'value': 0}"
8/8/7k/6p1/7p/4r2P/2R4K/8 w - - 4 90,"{'type': 'cp', 'value': 0}"
8/8/7k/6p1/7p/4r2P/R6K/8 b - - 5 90,"{'type': 'cp', 'value': 0}"
8/8/7k/6p1/7p/3r3P/R6K/8 w - - 6 91,"{'type': 'cp', 'value': 0}"
8/8/R6k/6p1/7p/3r3P/7K/8 b - - 7 91,"{'type': 'cp', 'value': 0}"
8/6k1/R7/6p1/7p/3r3P/7K/8 w - - 8 92,"{'type': 'cp', 'value': -2}"
8/R5k1/8/6p1/7p/3r3P/7K/8 b - - 9 92,"{'type': 'cp', 'value': 0}"
7k/R7/8/6p1/7p/3r3P/7K/8 w - - 10 93,"{'type': 'cp', 'value': 0}"
7k/2R5/8/6p1/7p/3r3P/7K/8 b - - 11 93,"{'type': 'cp', 'value': -2}"
7k/2R5/8/6p1/7p/7P/3r3K/8 w - - 12 94,"{'type': 'cp', 'value': -9}"
7k/2R5/8/6p1/7p/7P/3r4/6K1 b - - 13 94,"{'type': 'cp', 'value': -4}"
7k/2R5/8/6p1/7p/7P/r7/6K1 w - - 14 95,"{'type': 'cp', 'value': 0}"
7k/8/8/2R3p1/7p/7P/r7/6K1 b - - 15 95,"{'type': 'cp', 'value': 0}"
7k/r7/8/2R3p1/7p/7P/8/6K1 w - - 16 96,"{'type': 'cp', 'value': 2}"
7k/r7/8/2R3p1/7p/7P/6K1/8 b - - 17 96,"{'type': 'cp', 'value': 0}"
7k/8/r7/2R3p1/7p/7P/6K1/8 w - - 18 97,"{'type': 'cp', 'value': 0}"
7k/8/r7/2R3p1/7p/7P/7K/8 b - - 19 97,"{'type': 'cp', 'value': 0}"
7k/8/r7/2R5/6pp/7P/7K/8 w - - 0 98,"{'type': 'cp', 'value': 0}"
2R4k/8/r7/8/6pp/7P/7K/8 b - - 1 98,"{'type': 'cp', 'value': 16}"
2R5/7k/r7/8/6pp/7P/7K/8 w - - 2 99,"{'type': 'cp', 'value': 0}"
2R5/7k/r7/8/6Pp/8/7K/8 b - - 0 99,"{'type': 'cp', 'value': 0}"
2R5/7k/8/8/6Pp/r7/7K/8 w - - 1 100,"{'type': 'cp', 'value': 7}"
8/7k/8/8/6Pp/r7/2R4K/8 b - - 2 100,"{'type': 'cp', 'value': 0}"
8/8/6k1/8/6Pp/r7/2R4K/8 w - - 3 101,"{'type': 'cp', 'value': 0}"
8/8/6k1/8/2R3Pp/r7/7K/8 b - - 4 101,"{'type': 'cp', 'value': 0}"
8/8/6k1/8/2R3Pp/3r4/7K/8 w - - 5 102,"{'type': 'cp', 'value': 1}"
8/8/6k1/8/R5Pp/3r4/7K/8 b - - 6 102,"{'type': 'cp', 'value': -2}"
8/8/6k1/8/R5Pp/1r6/7K/8 w - - 7 103,"{'type': 'cp', 'value': 0}"
8/8/6k1/8/6Pp/1r6/7K/R7 b - - 8 103,"{'type': 'cp', 'value': -1}"
8/8/8/6k1/6Pp/1r6/7K/R7 w - - 9 104,"{'type': 'cp', 'value': -2}"
R7/8/8/6k1/6Pp/1r6/7K/8 b - - 10 104,"{'type': 'cp', 'value': -3}"
R7/8/8/8/6kp/1r6/7K/8 w - - 0 105,"{'type': 'cp', 'value': 0}"
6R1/8/8/8/6kp/1r6/7K/8 b - - 1 105,"{'type': 'cp', 'value': 0}"
6R1/8/8/7k/7p/1r6/7K/8 w - - 2 106,"{'type': 'cp', 'value': 0}"
8/8/8/7k/7p/1r6/6RK/8 b - - 3 106,"{'type': 'cp', 'value': -7}"
8/8/8/7k/7p/r7/6RK/8 w - - 4 107,"{'type': 'cp', 'value': 0}"
